candidate_id,candidate_name,constituency,district,party,s_o_d_o_w_o,age_detail,voter_enrolled,self_profession,spouse_profession,education_full,assets_total_inr,liabilities_total_inr,num_criminal_cases,education_summary,age_summary,criminal_cases_summary,total_assets_summary,liabilities_summary,candidate_url
1319,Vijayadharani S,VILAVANCODE,PADMANABHAPURAM,BJP,Late Sivakumar Kennedy K.,56,"229 Kanyakumari constituency, at Serial no 687 in Part no 118",Advocate,Nil,,,,1,Graduate Professional,56,1,"Rs 22,42,24,409 ~ 22 Crore+","Rs 49,00,000 ~ 49 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1319
1880,Arasumani G,ARAVAKURICHI,KARUR,IND,Gurusamy K,37,"Krishnarayapuram constituency, at Serial no 578 in Part no 18",Lawyer,NA,,,,0,Graduate Professional,37,0,"Rs 2,27,716 ~ 2 Lacs+","Rs 5,00,000 ~ 5 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1880
1881,Arivalagan M,ARAVAKURICHI,KARUR,IND,Muthusamy K,67,"Aravakurichi constituency, at Serial no 47 in Part no 65",Wage,NA,,,,0,Illiterate,67,0,"Rs 3,23,866 ~ 3 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1881
1877,Asiya Begum,ARAVAKURICHI,KARUR,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,A Sathiq Basha,55,"Aravakuruchi constituency, at Serial no 134 in Part no 0",Real Estate,Agriculture Middleman,,,,1,Not Given,55,1,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1877
318,Boopathy S,ARAVAKURICHI,KARUR,IND,Subramani S,33,"134 Aravakurichi constituency, at Serial no 566 in Part no 138",Advocate,NA,,,,0,Graduate Professional,33,0,"Rs 9,78,046 ~ 9 Lacs+","Rs 88,000 ~ 88 Thou+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=318
1403,Elango R,ARAVAKURICHI,KARUR,DMK,P.Ramasamy,55,"Aravakurichi constituency, at Serial no 375 in Part no 9",Agriculture,Agriculture,,,,1,Graduate,55,1,"Rs 5,34,07,188 ~ 5 Crore+","Rs 39,80,600 ~ 39 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1403
1404,Karthikeyan P,ARAVAKURICHI,KARUR,Tamilaga Vettri Kazhagam,Palaniswami,57,"134 Aravakurichi constituency, at Serial no 169 in Part no 158",Agriculture,Agriculture,,,,1,8th Pass,57,1,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1404
1882,Kathiresan M,ARAVAKURICHI,KARUR,IND,Murugan S,29,"Aravakurichi constituency, at Serial no 364 in Part no 59",Advocate,Advocate,,,,0,Graduate Professional,29,0,"Rs 5,02,000 ~ 5 Lacs+","Rs 1,00,000 ~ 1 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1882
1883,Kaviyarasu T,ARAVAKURICHI,KARUR,IND,Thangavel,29,"Aravakurichi constituency, at Serial no 439 in Part no 175",Daily wage,NA,,,,0,Graduate Professional,29,0,"Rs 5,65,000 ~ 5 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1883
320,Manikandan T,ARAVAKURICHI,KARUR,IND,Thangarasu,35,"Aravakurichi134 constituency, at Serial no 105 in Part no 168",Advocate,Housewife,,,,0,Graduate Professional,35,0,"Rs 5,52,790 ~ 5 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=320
1892,Mathiyalagan P,ARAVAKURICHI,KARUR,IND,Palanisamy,33,"134 Aravakurchi constituency, at Serial no 436 in Part no 16",Job in Private Company,Housewife,,,,0,Graduate,33,0,"Rs 9,83,711 ~ 9 Lacs+","Rs 1,40,000 ~ 1 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1892
1894,Mohankumar K,ARAVAKURICHI,KARUR,IND,Kumaran,28,"134 Aravakurchi constituency, at Serial no 222 in Part no 140",Lobour,Housewife,,,,0,12th Pass,28,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1894
1893,Murugesan R,ARAVAKURICHI,KARUR,IND,Ramalingam,34,"134 Aravakurchi constituency, at Serial no 607 in Part no 175",Labour,NIL,,,,0,12th Pass,34,0,"Rs 1,22,000 ~ 1 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1893
11,Naren S,ARAVAKURICHI,KARUR,Naam Tamilar Katchi,Saravanan V,28,"134 Aravakurichi constituency, at Serial no 412 in Part no 81",Docter,Nill,,,,0,Post Graduate,28,0,"Rs 40,85,000 ~ 40 Lacs+","Rs 2,60,000 ~ 2 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=11
1889,Narendrakumar G,ARAVAKURICHI,KARUR,IND,M Gunasekar,30,"135 Karur constituency, at Serial no 25 in Part no 212",Advocate,Nursing Tutor,,,,0,Graduate Professional,30,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1889
316,Natarajan P,ARAVAKURICHI,KARUR,IND,R. Paramasivam,54,"Aravakurichi constituency, at Serial no 555 in Part no 54",Wage,Sri Vinayaka Xerox,,,,0,10th Pass,54,0,"Rs 45,16,000 ~ 45 Lacs+","Rs 6,00,000 ~ 6 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=316
1890,Natchimuthu V,ARAVAKURICHI,KARUR,IND,A Veeran,54,"134 Aravakurchi constituency, at Serial no 9 in Part no 57",Labour,Housewife,,,,0,Illiterate,54,0,"Rs 5,566 ~ 5 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1890
317,Ragupathi S,ARAVAKURICHI,KARUR,IND,Subramani S,39,"Aravakurichi constituency, at Serial no 587 in Part no 138",Private School Teacher,NIL,,,,0,Post Graduate,39,0,"Rs 17,13,371 ~ 17 Lacs+","Rs 7,02,760 ~ 7 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=317
1896,Rajasekaran N,ARAVAKURICHI,KARUR,IND,Nallaiyan,48,"136 Krisharayapuram constituency, at Serial no 527 in Part no 2",Lawyer,Housewife,,,,0,Graduate Professional,48,0,"Rs 7,30,000 ~ 7 Lacs+","Rs 2,48,000 ~ 2 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1896
1897,Rajendaran N,ARAVAKURICHI,KARUR,IND,Nallasamy,48,"134 Aravakurichi constituency, at Serial no 624 in Part no 73",Driver,Housewife,,,,0,10th Pass,48,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1897
1895,Ramalingam V,ARAVAKURICHI,KARUR,IND,Veluchamy A,31,"134 Aravakurichi constituency, at Serial no 172 in Part no 22",Agriculture,Housewife,,,,0,10th Pass,31,0,"Rs 11,79,800 ~ 11 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1895
1879,Ravi Ag,ARAVAKURICHI,KARUR,Tamizhaga Vaazhvurimai Katchi,Ganesan,56,"134 Aravakurichi constituency, at Serial no 551 in Part no 32",Property Dealer,Advocate,,,,1,12th Pass,56,1,"Rs 26,20,700 ~ 26 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1879
1878,Sakthivel R,ARAVAKURICHI,KARUR,Viduthalai Kalam Katchi,Ramasamy,43,"136 Krishnrayapuram constituency, at Serial no 375 in Part no 14",Pharmacy,NA,,,,0,10th Pass,43,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1878
1107,Selvakumar K,ARAVAKURICHI,KARUR,AIADMK,Kittappan,41,"134 Aravakurichi, Tamil Nadu constituency, at Serial no 164 in Part no 18","Charcoal Production, Electric Motor Maintenance and Agriculture",Agriculture,,,,7,Graduate,41,7,"Rs 4,36,75,245 ~ 4 Crore+","Rs 21,50,000 ~ 21 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1107
1885,Silambarasan P,ARAVAKURICHI,KARUR,IND,Palanivel A,39,"134 Aravakurichi constituency, at Serial no 1082 in Part no 178",Tution Teacher,NA,,,,0,Post Graduate,39,0,"Rs 10,60,000 ~ 10 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1885
1887,Sowmiya R,ARAVAKURICHI,KARUR,IND,C. Raghupathi,43,"134 Aravakurichi constituency, at Serial no 198 in Part no 37",Advocate,Advocate,,,,0,Graduate Professional,43,0,"Rs 17,87,296 ~ 17 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1887
319,Suganya S,ARAVAKURICHI,KARUR,BSP,Sellamuthu S,32,"134 Aravakurichi constituency, at Serial no 433 in Part no 169",Wages,Nill,,,,0,Post Graduate,32,0,"Rs 5,27,500 ~ 5 Lacs+","Rs 2,50,000 ~ 2 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=319
1888,Tamilarasan M,ARAVAKURICHI,KARUR,IND,P Murugesan,26,"134 Aravakurichi constituency, at Serial no 328 in Part no 67",Wage Work,NA,,,,0,12th Pass,26,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1888
720,Aasee.M. Thiagarajan,KARUR,ARAVAKURICHI,DMK,Murugesan R,64,"Karur constituency, at Serial no 784 in Part no 34",Textile & Agriculture,House Wife,,,,0,Graduate,64,0,"Rs 23,31,29,631 ~ 23 Crore+","Rs 2,33,98,518 ~ 2 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=720
4062,Anbarasan. N,KARUR,ARAVAKURICHI,IND,Mr Natarajan,32,"Karur constituency, at Serial no 474 in Part no 268",Advocate,House Wife,,,,0,Graduate Professional,32,0,"Rs 92,55,606 ~ 92 Lacs+","Rs 4,49,000 ~ 4 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4062
4063,Anbazhagan. T,KARUR,ARAVAKURICHI,IND,Thangavel,37,"Karur constituency, at Serial no 330 in Part no 223",Lawyer,House Wife,,,,0,Graduate Professional,37,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4063
4061,Arulmaniarasu. P,KARUR,ARAVAKURICHI,IND,Palanisamy,37,"Aravakurichi constituency, at Serial no 715 in Part no 69",Lawyer,NIL,,,,0,Graduate Professional,37,0,"Rs 3,35,800 ~ 3 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4061
4060,Asarudheen. A,KARUR,ARAVAKURICHI,IND,Alauddin,29,"Karur constituency, at Serial no 1015 in Part no 54",Bajaj Finance Manager,Bajaj Finance Manager,,,,0,Post Graduate,29,0,"Rs 20,33,000 ~ 20 Lacs+","Rs 15,00,000 ~ 15 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4060
4105,Babu. G,KARUR,ARAVAKURICHI,IND,Gopal,40,"135-Karur Assembly Constituency, Tamil Nadu constituency, at Serial no 538 in Part no 161",Lawyer/ Advocate,Housewife,,,,1,Graduate Professional,40,1,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4105
4107,Baskar. P,KARUR,ARAVAKURICHI,IND,C.Palaniyappan,55,"135-Karur Assembly Constituency, Tamil Nadu constituency, at Serial no 138 in Part no 2",Lawyer (Advocate),NA,,,,0,Post Graduate,55,0,"Rs 3,61,400 ~ 3 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4107
4106,Bharathi. P,KARUR,ARAVAKURICHI,IND,Palanisamy,41,"135-Karur Assembly Constituency, Tamil Nadu constituency, at Serial no 680 in Part no 168",Rice Business and BSNL Fiber Cable,Print Profile,,,,0,Post Graduate,41,0,"Rs 42,19,500 ~ 42 Lacs+","Rs 4,15,000 ~ 4 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4106
4099,Devastin Augustin. G,KARUR,ARAVAKURICHI,IND,Gnanadurai,43,"136-Krishnarayapuram Constituency, Tamil Nadu constituency, at Serial no 620 in Part no 111",Lawyer/ Advocate,Lawyer/Advocate,,,,0,Graduate,43,0,"Rs 17,32,800 ~ 17 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4099
4097,Dinesh Kumar. K,KARUR,ARAVAKURICHI,IND,Kathiresan,26,"135 Karur constituency, at Serial no 265 in Part no 194",Advocate,NIL,,,,0,Graduate Professional,26,0,"Rs 53,43,465 ~ 53 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4097
4096,Dinesh. B,KARUR,ARAVAKURICHI,IND,Balan,36,"135 Karur constituency, at Serial no 176 in Part no 260",Own Work,Housewife,,,,0,Others,36,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4096
4098,Duraisamy. J,KARUR,ARAVAKURICHI,IND,Jeyaraman,42,"136 Krishnarayapuram constituency, at Serial no 307 in Part no 85",Advocate,Housewife,,,,0,Graduate Professional,42,0,"Rs 8,76,395 ~ 8 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4098
4064,Elamathi. S,KARUR,ARAVAKURICHI,IND,Suresh,34,"Karur constituency, at Serial no 738 in Part no 98",Lawyer,Working In A Private Company,,,,0,Graduate Professional,34,0,"Rs 10,90,397 ~ 10 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4064
4075,Gopala Krishnan. A,KARUR,ARAVAKURICHI,IND,Anbarasu,40,"Krishnarayapuram constituency, at Serial no 833 in Part no 73",Lawyer,Housewife,,,,0,Graduate Professional,40,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4075
4058,Gunasekaran. K,KARUR,ARAVAKURICHI,Tamizhaga Vaazhvurimai Katchi,P.Kandasamy Gounder,62,"135 Karur constituency, at Serial no 432 in Part no 169",Small Business,House wife,,,,0,8th Pass,62,0,"Rs 26,96,649 ~ 26 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4058
4129,Hari Raaj. B,KARUR,ARAVAKURICHI,IND,Baskaran,26,"135 Karur constituency, at Serial no 77 in Part no 52",Advocate,NIL,,,,0,Graduate Professional,26,0,"Rs 17,63,000 ~ 17 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4129
331,Jayagopal. P,KARUR,ARAVAKURICHI,BSP,Perumal,61,"136 - Krishnarayapuram constituency, at Serial no 258 in Part no 78",Pension (Central Government),House Wife,,,,0,Others,61,0,"Rs 95,92,980 ~ 95 Lacs+","Rs 12,00,000 ~ 12 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=331
4069,Kalairaj. K,KARUR,ARAVAKURICHI,IND,Krishnan,35,"136 Krisharayapuram constituency, at Serial no 602 in Part no 116",Advocate,Housewife,,,,0,Graduate Professional,35,0,"Rs 7,51,000 ~ 7 Lacs+","Rs 1,10,000 ~ 1 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4069
4073,Kalimuthu. R,KARUR,ARAVAKURICHI,IND,M Raju,40,"135 Karur constituency, at Serial no 733 in Part no 222",Advocate,Photo Studio,,,,0,Post Graduate,40,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4073
4057,Kalimuthu. V,KARUR,ARAVAKURICHI,Samaniya Makkal Nala Katchi,Vellaiyan,34,"136 Krishnarayapuram constituency, at Serial no 542 in Part no 214",Tailor,Tailor,,,,3,5th Pass,34,3,"Rs 2,94,700 ~ 2 Lacs+","Rs 2,05,000 ~ 2 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4057
4071,Kanagaraj. P,KARUR,ARAVAKURICHI,IND,M Periyasamy,36,"135 Karur constituency, at Serial no 139 in Part no 239",Advocate,Housewife,,,,0,Graduate Professional,36,0,"Rs 20,04,473 ~ 20 Lacs+","Rs 7,05,883 ~ 7 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4071
4070,Kanagaraj. S,KARUR,ARAVAKURICHI,IND,V Subramani,41,"136 Krisharayapuram constituency, at Serial no 747 in Part no 19",Lawyer,Housewife,,,,0,Graduate Professional,41,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4070
4067,Kandasamy. P,KARUR,ARAVAKURICHI,IND,Poonusamy,46,"135 Karur constituency, at Serial no 812 in Part no 238",Advocate,Private School Teacher,,,,0,Post Graduate,46,0,"Rs 61,39,617 ~ 61 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4067
4072,Karthikperumal. R,KARUR,ARAVAKURICHI,IND,S Rengasamy,33,"136 Krisharayapuram constituency, at Serial no 84 in Part no 14",Lawyer,Death,,,,0,Graduate Professional,33,0,"Rs 19,63,880 ~ 19 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4072
60,Karuppaiya. R,KARUR,ARAVAKURICHI,Naam Tamilar Katchi,R Rengaswamy,60,"135 Karur constituency, at Serial no 121 in Part no 177",Doctor,NIL,,,,1,Post Graduate,60,1,"Rs 8,20,05,509 ~ 8 Crore+","Rs 22,91,570 ~ 22 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=60
4065,Kathiravan. P,KARUR,ARAVAKURICHI,IND,Pichaimuthu,32,"136 Krisharayapuram constituency, at Serial no 245 in Part no 72",Advocate,Housewife,,,,0,Graduate Professional,32,0,"Rs 13,73,000 ~ 13 Lacs+","Rs 4,40,000 ~ 4 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4065
4066,Kathirvel. K,KARUR,ARAVAKURICHI,IND,M Karuppanasamy,45,"135 Karur constituency, at Serial no 419 in Part no 273",Lawyer,NIL,,,,0,12th Pass,45,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4066
4074,Krishnakumar. K,KARUR,ARAVAKURICHI,IND,K.Karuppasamy,34,"Krishnarayapuram constituency, at Serial no 319 in Part no 270",Advocate,House Wife,,,,0,Graduate Professional,34,0,"Rs 11,50,385 ~ 11 Lacs+","Rs 9,50,000 ~ 9 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4074
59,M.R. Vijayabhaskar,KARUR,ARAVAKURICHI,AIADMK,Ramasamy,62,"135 Karur constituency, at Serial no 204 in Part no 139","Agriculture, carton manufacturing, dyeing, textiles, crushers and politics","Carton manufacturing, dyeing, transport and wind power",,,,31,10th Pass,62,31,"Rs 18,54,39,601 ~ 18 Crore+","Rs 5,53,62,173 ~ 5 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=59
4113,Mailvaganan. B,KARUR,ARAVAKURICHI,IND,M Balasubramanian,49,"136 Krishnarayapuram constituency, at Serial no 356 in Part no 96",Advocate,NIL,,,,0,Post Graduate,49,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4113
4111,Manikandan,KARUR,ARAVAKURICHI,IND,S Kuppusamy,43,"135 Karur constituency, at Serial no 347 in Part no 176",Advocate,Housewife,,,,0,Graduate Professional,43,0,"Rs 28,45,800 ~ 28 Lacs+","Rs 5,00,000 ~ 5 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4111
4114,Manoj. P,KARUR,ARAVAKURICHI,IND,Perumal,32,"136 Krishnarayapuram constituency, at Serial no 71 in Part no 59",Self Employed,NIL,,,,0,10th Pass,32,0,"Rs 18,15,297 ~ 18 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4114
4112,Mathanraj. P,KARUR,ARAVAKURICHI,IND,K Ponnusamy,29,"135 Karur constituency, at Serial no 19 in Part no 10",Advocate,NIL,,,,0,Graduate Professional,29,0,"Rs 4,19,900 ~ 4 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4112
332,Mathiyalagan V.P,KARUR,ARAVAKURICHI,Tamilaga Vettri Kazhagam,Palanisamy V,50,"135 - Karur constituency, at Serial no 723 in Part no 235",Textiles,Tailoring,,,,1,8th Pass,50,1,"Rs 1,31,07,949 ~ 1 Crore+","Rs 4,03,249 ~ 4 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=332
4116,Mohamad Ismail. M,KARUR,ARAVAKURICHI,IND,Mohamad Rabi,27,"135 Karur constituency, at Serial no 107 in Part no 194",Advocate,Housewife,,,,1,Graduate Professional,27,1,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4116
4118,Murali. M,KARUR,ARAVAKURICHI,IND,Mayazhagu,39,"134 Avarakuricjhi constituency, at Serial no 71 in Part no 151",Advocate,Teacher,,,,1,Graduate Professional,39,1,"Rs 12,74,969 ~ 12 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4118
4117,Muthu. K.R,KARUR,ARAVAKURICHI,IND,Rajalingam,38,"136 Krishnarayapuram constituency, at Serial no 105 in Part no 196",Advocate,NIL,,,,0,Graduate Professional,38,0,"Rs 82,88,600 ~ 82 Lacs+","Rs 23,00,000 ~ 23 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4117
4100,Nandhakumar. A,KARUR,ARAVAKURICHI,IND,Arumugam,26,"135 Karur constituency, at Serial no 733 in Part no 168",Self Employed,Housewife,,,,1,Graduate Professional,26,1,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4100
4102,Palamuthir Selvan. O,KARUR,ARAVAKURICHI,IND,P.Onndiappan,50,"Senthamanagalam constituency, at Serial no 552 in Part no 84","Head Master(Retired),Social Activist",NA,,,,0,Post Graduate,50,0,"Rs 26,35,000 ~ 26 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4102
4103,Palanirajan. K,KARUR,ARAVAKURICHI,IND,P.Kannan,47,"Karur constituency, at Serial no 649 in Part no 168",Advocate,Advocate,,,,0,Graduate Professional,47,0,"Rs 5,60,800 ~ 5 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4103
4101,Parameswari,KARUR,ARAVAKURICHI,IND,Sridhar,34,"Karur constituency, at Serial no 467 in Part no 161",Advocate,Accountant,,,,0,Post Graduate,34,0,"Rs 5,64,800 ~ 5 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4101
4108,Prakash. N,KARUR,ARAVAKURICHI,IND,Naatrayan,46,"Karur constituency, at Serial no 294 in Part no 127",Advocate,House Wife,,,,0,Graduate Professional,46,0,"Rs 41,39,467 ~ 41 Lacs+","Rs 21,00,000 ~ 21 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4108
4109,Prasanth. S,KARUR,ARAVAKURICHI,IND,Sivasamy,34,"Karur constituency, at Serial no 124 in Part no 119",Advocate,House Wife,,,,0,Post Graduate,34,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4109
4110,Praveenkumar. J,KARUR,ARAVAKURICHI,IND,Jeyaram,28,"Karur constituency, at Serial no 369 in Part no 216",Own Business,NIL,,,,0,Graduate Professional,28,0,"Rs 38,13,500 ~ 38 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4110
4120,Raguraman Muruganantham,KARUR,ARAVAKURICHI,IND,N.Muruganantham,35,"135 Karur constituency, at Serial no 445 in Part no 240",Advocate,NA,,,,0,Graduate Professional,35,0,"Rs 5,36,000 ~ 5 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4120
4121,Rajapandian. K,KARUR,ARAVAKURICHI,IND,Karunanidhi,30,"135 Karur constituency, at Serial no 464 in Part no 48",Lawyer,House Wife,,,,0,Graduate Professional,30,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4121
4059,Ramachandran. A,KARUR,ARAVAKURICHI,Ganasangam Party of India,Arumugam,50,"136 Krisharayapuram constituency, at Serial no 758 in Part no 103",Self employed,Housewife,,,,0,Others,50,0,"Rs 1,67,000 ~ 1 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4059
4078,Sampath. S,KARUR,ARAVAKURICHI,IND,V Santhanam,49,"135 Karur constituency, at Serial no 521 in Part no 201",Lawyer,House Wife,,,,0,Graduate Professional,49,0,"Rs 31,11,996 ~ 31 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4078
4076,Sathish Kumar. S,KARUR,ARAVAKURICHI,IND,Selvam,35,"Karur constituency, at Serial no 427 in Part no 211",Advocate,House Wife,,,,0,Graduate Professional,35,0,"Rs 34,88,423 ~ 34 Lacs+","Rs 9,97,216 ~ 9 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4076
4077,Sathish. P,KARUR,ARAVAKURICHI,IND,M.Palaniswami,37,"135 Karur constituency, at Serial no 287 in Part no 21",Advocate,House wife,,,,0,Graduate Professional,37,0,"Rs 52,47,800 ~ 52 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4077
4083,Seetha Lakshmi. D,KARUR,ARAVAKURICHI,IND,G Deavastin Augustin,33,"Krishnarayapuram constituency, at Serial no 621 in Part no 111",Advocate,Advocate,,,,0,Graduate Professional,33,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4083
4086,Senbagakumar. L,KARUR,ARAVAKURICHI,IND,V.Lingam,31,"Karur constituency, at Serial no 627 in Part no 141",Advocate,Housewife,,,,0,12th Pass,31,0,"Rs 7,93,800 ~ 7 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4086
4087,Senthilkumar. G,KARUR,ARAVAKURICHI,IND,M. Gnanasekaran,47,"Karur constituency, at Serial no 357 in Part no 58",tailor,Housewife,,,,0,Post Graduate,47,0,"Rs 24,48,124 ~ 24 Lacs+","Rs 17,99,205 ~ 17 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4087
4088,Senthilkumar. M,KARUR,ARAVAKURICHI,IND,Late P.Maruthai,35,"Krishnarayapuram constituency, at Serial no 129 in Part no 142",Advocate,Advocate,,,,0,Graduate Professional,35,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4088
4080,Sivakumar. A,KARUR,ARAVAKURICHI,IND,Arasaiyah,46,"Paramathi constituency, at Serial no 412 in Part no 81",Advocate,Housewife,,,,0,Graduate Professional,46,0,"Rs 2,54,184 ~ 2 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4080
4081,Sivakumar. N,KARUR,ARAVAKURICHI,IND,Late. VK. Nadarajan,59,"Karur constituency, at Serial no 90 in Part no 177",Advocate,Housewife,,,,0,Graduate Professional,59,0,"Rs 10,11,876 ~ 10 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4081
4089,Soundara Rajan. R,KARUR,ARAVAKURICHI,IND,M. Ramasamy,63,"Karur constituency, at Serial no 696 in Part no 131",Real Estate Agent,Deputy General Manager,,,,0,12th Pass,63,0,"Rs 8,26,450 ~ 8 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4089
4090,Soundaryan. K,KARUR,ARAVAKURICHI,IND,C Kumar,27,"Krishnarayapuram constituency, at Serial no 338 in Part no 74",Self Employement,NIL,,,,0,Graduate,27,0,"Rs 1,62,000 ~ 1 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4090
